Author,Author_id,Comment,Comment_id,Comment_like,Comment_reply,Comment_published,Video_title,Video_id,Comment_count,Video_like,Video_dislike
Greek God,UCevNKLpRLiOMvcbedcP8qzg,"I played this to my ASIAN Dick
Now it is AFRICAN Dick!",UgwsMjdFE5OQURrk83B4AaABAg,0,0,2019-04-26T06:25:06.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Viv TobLain,UC6cVsc73sWPSswMoV99bqVA,😍😍😍😍,UgxQn0JxsZo-exZ5vnl4AaABAg,0,0,2019-04-26T02:56:15.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Emree Gs,UCu5BPTNoOvgpXN2o5Ezu0zA,"My girlfriend skipped the intro




I broke up with her",UgzInLeUbj-7NAyOFYB4AaABAg,7,0,2019-04-26T01:00:31.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Zoado FC,UC3bZKfymp9zstjOX0ZcUCUA,The best opening of all time!!!,UgwxzRw8QqzNHrH8IZh4AaABAg,0,0,2019-04-25T22:24:49.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Rafsan Ahmed,UCQDXXAr6ueRPCFPrVuk1EVQ,It will break my heart when im gonna hear this for last time.,Ugx0dhWpVpLzQrqaqBB4AaABAg,1,0,2019-04-25T20:55:01.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Görkem Kaan Durmuş,UCt5V6UUXJj0xd83YQqQt_jg,WINTER IS HERE..,UgxvXImaa0Zvw1QW8Pt4AaABAg,0,0,2019-04-25T18:20:20.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Khaled Nemer,UCSgHW9tMAHviJ2IGosumRiA,2019 /4 ??,Ugzg7uFCjutp1jvsTVl4AaABAg,0,0,2019-04-25T17:06:11.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
emoji music,UCfM3vx81Q4-yR_YyEswjKfw,i refuse to believe that this was made by a human being.,Ugygm_jnSnbJGnmnqhp4AaABAg,1,0,2019-04-25T13:57:45.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Alan Stark,UCoy57p2VXR0DHZ7rMX8jY4w,Remembers..,Ugy51Bxk0JwDeBZx6ml4AaABAg,0,0,2019-04-25T12:13:07.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Mystery Bmo,UC-h6PQq4ic8UJEfdYq1mBlQ,"Remember people, ""Winters coming""",Ugy3ogMNLaJuNgoNa3N4AaABAg,1,0,2019-04-25T11:43:55.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Karan Ghag,UCpMTVSIaH37ux5CRCAdeRYA,The only opening credits I never skipped.,UgyPFpRMqJ1xMXokaRN4AaABAg,1,0,2019-04-25T10:11:53.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Kian S.,UCq7xeaa4v0NNAg280UmF1eA,"Nearly a decade later, this still gives me goosebumps.",UgxHN4CDR0V1YY3SduN4AaABAg,1,0,2019-04-25T09:47:49.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
ABS X,UCVeU6pnRmGA2WtFn_WsDEUA,My cat was looking to me same as lion when I played it,UgzxKbkewKl8oE55ggZ4AaABAg,2,0,2019-04-25T03:45:18.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Rockafire,UCs0JPn7w3JBQinMP725SEHg,1x1 intro is the best,UgzSheeIpoCPEmA8BmB4AaABAg,1,0,2019-04-25T03:25:18.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Angel R,UCgn_u7wCVpJSNA4Ijg0TeVQ,Memories to when Sean Bean and Mark Addy were on the credits list,Ugz3cVeGHkVCcQS6BTZ4AaABAg,0,0,2019-04-25T02:03:29.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
واقع تعيس,UC8ydltQrDmLsyFMXQ_PDL3w,ميوزك جبار,UgxMYtH-wqw3P4Mo5od4AaABAg,1,0,2019-04-24T23:42:26.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
The big D,UCw6e5vAgRJkgQ1qUUWwZ2Tg,Only if HBO knew the outcome of creating this years ago...,UgyjAmnR730YHZXqWxJ4AaABAg,1,0,2019-04-24T23:33:56.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Jacob Joseph,UCGZzjtkhqbuMkIpAFHq_mYA,A girl who never skipped intro,UgxrscXygfQFDTTepeN4AaABAg,0,0,2019-04-24T22:04:50.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
shahen sheikh,UCMbpC3f9aqSUzqmPhjRaKkw,"Ser Brienne will definitely survive. Mark my words, World.",UgyqsBMircocJiNcDJ54AaABAg,7,0,2019-04-24T21:45:45.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Kaan Bozkurt,UCZAzWSBkUxL_XTtywVZUhDA,Still having goosebumps,Ugwv7GevxXvC7OAuBdh4AaABAg,0,0,2019-04-24T21:41:27.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Lila Centeno,UCyo9qzT2oqDMT_cD95XtcvQ,Game of trones forever,UgxgsEZTAM6ofd8qoOB4AaABAg,0,1,2019-04-24T21:24:11.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
ZABIULLAH KHAN,UCxnLMTjuQnB6LUpT3Wt4TOw,0.43,UgznT4aFIyzAoHZ1hV94AaABAg,0,0,2019-04-24T20:40:34.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Kristopher Janes,UCWRWu8zZwr8bWg6r6MtdNyA,"what exit, gwennie?
pee duh is gordon.
me, gwennie, 896-1985, fuck it, you remember how call it up hali a year in, ""up pics of cousin""
my god, amy laura, they're raping kodiak the goo.
i up brun v norsky. oh. you do whitey.",UgxwFzy-VDsX8Z8oOkh4AaABAg,0,1,2019-04-24T19:05:52.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Anusree Padmakumar,UC_VyR-XgLX5SgIs36OANO_w,So hearttouchinggg😍😍😍😍,UgzG1NlIOJe3C51JKnJ4AaABAg,0,0,2019-04-24T15:48:47.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Chris marshall loves Bailey boy!,UCgM7SDjLnQHqHslZXxNP3yg,At least if I was in game of thrones I wouldn't be a Bastard my parents were married before they had me but I've got an older brother so I guess he is air to our house lol!😒😂,Ugya5LXxCFj_DJW9QDl4AaABAg,2,0,2019-04-24T15:12:50.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Sushant,UCiewA1ClThZmn0Ws3rNiwhw,"Valar Mogulis
Valar Dohailis",Ugx9bTRn8WCDnBNYhkV4AaABAg,0,0,2019-04-24T13:17:12.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
patel vivek,UCpX5VMqbcSc-kU9FT3CUbRQ,Who is here after game of thrones ended?,UgyVlVKmqRKPZjPRBAt4AaABAg,0,2,2019-04-24T13:04:18.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Edge Napadao,UCT2O_a2NZpDMgXXAkybcwxw,"My bird listened to this.

Now is a dragon.",UgwyG5h3z_tJEBvqFMR4AaABAg,0,0,2019-04-24T08:38:15.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Romeo,UCJUCef7Zh9JhSUa9x6beF-Q,Valar murghulis 💀,Ugzi-KQMv-LqoYQUESl4AaABAg,1,0,2019-04-24T04:27:50.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Arthur Callahan,UCXoaKYZzSzl_8cAp7a92xtw,Only cunts skip this 🔥🔥🔥,UgwvEp9BF3s8-dVooDl4AaABAg,0,0,2019-04-24T03:14:54.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Bilal Khaliq,UCnDo2QXwpQDGG93T9mAR1Rw,I'm never watched a single episode of game of thrones.. But I'm starting it the next week from season 1.I just love this music Game of thrones here i come,UgxZkR4fYbEhFGy1PBx4AaABAg,0,2,2019-04-24T01:17:22.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Julian Chan,UCGiucsg_fY6qKvtwNcVRDWg,When sea bean was in the intro 😢,Ugxsxo8wCbNIHhy3SMR4AaABAg,0,0,2019-04-23T21:49:56.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Rose Ann,UCuBWNfxEfAykRHS3rqaWBKQ,"If you skip the intro, means you're not enjoying the show, means you just want it to end, means you're no fan.",UgypkarPc6Xe3wx5lTt4AaABAg,4,1,2019-04-23T18:48:58.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
The Mono Cyto Gene,UCut4kVr_6hFlnJkXzOeA0ew,A man is hearing this for the 1000th time. Now he is an X-man,Ugy1y81jXypNbsALI8x4AaABAg,0,0,2019-04-23T16:54:14.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Esteban Baron,UCKQP65RZaPQuKRmSnGeOpgg,0:05 Sean Bean 😭😭😭 Rip Ned Stark the best man from Game of thrones,UgyJ0xanFVnCA3Dr6Tl4AaABAg,3,3,2019-04-23T14:59:32.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
man damn,UCs2KezOH2xXvoVCxiIQRJsQ,Skyrim's theme is 100x better than this,UgwcdnjhJtPrNtenp9B4AaABAg,1,3,2019-04-23T14:52:02.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Ankur Chatterjee,UC7wN5uB_ILfdDsTapY5sv6g,I have never skipped this intro . I am in S02E02 now,Ugx7YXmOUgXijOPFpC14AaABAg,4,1,2019-04-23T12:40:33.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Aak Kj,UCg1NQHiOdmiCStFRDyenrRQ,"There is something in it,you can feel it😍",UgwZ-9M4eLrlZsTG2b14AaABAg,0,0,2019-04-23T11:37:39.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
cool girl,UC8jl0up7iwRiroOh32DC8OA,This gives me goosebumps man.,UgzrY1cgpSGF9S4P0Kx4AaABAg,0,0,2019-04-23T06:57:31.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
josh whitworth,UCL_N7WaWpsfzBd-t5iHl3-g,"Vikings, Spartacus and knightfall are just as good as this show I think.  Any other suggestions? Oh yea and Netflix last kingdom is good shit as well",UgymVQsimcQKACKBQp54AaABAg,0,0,2019-04-23T05:12:25.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
PrincessNintendo,UCKG4_NoWUy7xHFY-c5YvPWg,Please dear god don't let this be the last year I hear this song! More seasons please!! ❤👍,UgxicH2k0KJgobYw4tx4AaABAg,0,1,2019-04-23T04:16:28.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Tommy BRO,UCAeBgdvUXVjBBg1UhYECjfw,*One does not simply skip the Game of Thrones intro.*,Ugzj4pp0PCxqIG0dacd4AaABAg,1,0,2019-04-23T03:40:08.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Littlepip The Toaster Repair Pony,UC20nKd0Fp_RV2J_Is04AHDg,I really liked the Game Of Thrones,Ugzn0n0WaEoNZfSJvxp4AaABAg,0,0,2019-04-23T00:38:29.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Alan Cormack,UCUnfK5MoV0H93UQc5vmVq9Q,I’ve never watched GOT but I’ve watched all of vikings,UgzcQgpocw9e6C6qU9d4AaABAg,0,0,2019-04-22T23:17:32.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Davy Jones,UC1b_h4Lcf7VQOORS9gSSDoA,Winter is coming,UgyLztD5tM2i3L-7um14AaABAg,1,0,2019-04-22T21:56:41.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Ace,UCylg6gZ6xi0qtPRWRMwvNiA,"First, we get a new (sadly, last) season of GoT AND then we get Avengers End Game in just a few more days. Entertainment greatness overload! The only thing missing is the return of Attack on Titan. Who the frack made up half seasons anyway?!?!?!",UgxMtMBlXxePK8xpjsp4AaABAg,0,2,2019-04-22T21:47:29.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Lore Zn,UCcWNsrHnr7f5xl-3mDIXlVQ,I miss the wall already,UgwZIC53--XLNQMBFnd4AaABAg,0,0,2019-04-22T21:22:48.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Gameplayplus,UCRlg4YqAcJee0IbYYaBeLsA,smell my pee,UgwYkOL1AsTSX5zKmip4AaABAg,0,3,2019-04-22T20:46:04.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Hassaan Qureshi,UCpqWuzOHO9_tVt_eGMcW4gg,8th season and I still get chills and goosebumps listening to this intro!,Ugxp9Ymdpcee_ziOcmt4AaABAg,1,0,2019-04-22T20:43:54.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Dave Locke,UCWcjBwto-tFehpy5AtLulfA,If anybody has time please check out my version of the theme https://youtu.be/JO1XGHVMZXE,UgzEeB6gfmHaN5Ty53p4AaABAg,0,0,2019-04-22T19:29:53.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Jed Maegraith,UCvCr2LvCCI3fwsWWxxaEcaA,"The eleventh and lost commandmant from God: ""Thou shoult never the Game of Thrones intro skippen""",UgzptvjFFqKzD8vH9Y94AaABAg,81,2,2019-04-22T17:42:22.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Sangam Sharma,UCWIm_Dvs7byBSpZo3wYA_3w,"We will missed you got 
I am lucky and blessed that i have born in this era ♥️⚔️🇮🇳",Ugz-uLzllUGwRCILUox4AaABAg,19,1,2019-04-22T17:14:11.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Beaster Agario,UCJNmipi3Ad-6fB1Hih79fhQ,"Boi, I don’t even watch Game of Thrones. I just love the intro ;)",Ugyk-19OoQy1qJrAVpJ4AaABAg,54,10,2019-04-22T15:19:06.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Oliver Ground,UCtz0g2QtmpE0dzRrbh8QL1w,Where do I start watching GOT?,UgyGlJ-9ABBemh3sR4x4AaABAg,0,0,2019-04-22T13:36:45.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Joseph Carr,UC-epa1flYVN0uLIUlhGrFrg,I would rather have the NK sitting on the throne than cersei!,Ugx2Ev1bTESCNgAV2l94AaABAg,0,0,2019-04-22T10:34:44.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Samiksha Mehta,UCdqWX3RnWAFSWPkagvXn4WA,Goosebumps every time I listen to this.... best title track till date!,Ugzi38Pecz4q-cuaYAx4AaABAg,2,0,2019-04-22T10:30:08.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
vaishak prabhu,UCmA71GemKMdkYah_Ck1QjjA,Believe me or not this is the music that makes u wanna watch got again,UgzxKlOYXexX7cPvK5x4AaABAg,0,0,2019-04-22T08:26:26.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Bhavana Chaturbhuj,UCwww_n1tycmjWPmD12EFwsw,Winter is coming....😤😤,UgyudE26pPXHw4ElT3V4AaABAg,0,0,2019-04-22T08:20:27.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
STHA,UCGS_4dhuv4SoEEs86ftanOQ,oh and i miss this they must put this on last episode,Ugyjhd2DKZeBJCHZ3h94AaABAg,0,0,2019-04-22T08:07:08.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Ava Parker,UCbLxH4K_VqP08uZxYkjo7fg,Memories.,Ugx7fx6DdH7uezg_M4B4AaABAg,0,0,2019-04-22T06:38:27.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Vamsi Vendra,UCPJ5Oe3D42e9bldpV4KH_Fw,Close your eyes and just feel it😍,UgzfnYHBnC31mwQhprZ4AaABAg,0,0,2019-04-22T05:08:47.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Andyyy Wu,UCiusQYDD_vQLNJEBmpPbYfQ,so satisfying.,UgwX2kba6-DPXzgWIQ14AaABAg,0,0,2019-04-22T04:58:57.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Will Tai,UCzFNe7GWc0rAcXO8dW8TcPA,The Season 8 opening is REAL character development,UgzV7TmUerNpswhC6PR4AaABAg,2,0,2019-04-22T04:54:34.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Birdy Creation,UCYDMzRPN_bviqIHFllSCicg,I think it's time to start watch it,UgwPeA5OcRedtgtBHMZ4AaABAg,1,0,2019-04-22T02:32:22.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Shalini Sinha,UCT_xLI0IMWAgwWxUFl3p-FQ,2019 anyone?,UgwWdgtds5dQbSuVfdl4AaABAg,0,0,2019-04-21T22:29:41.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Kazim Rizvi,UCVkKCgUfJGkA9deQuI5VQ3w,"peter dinklage
peter dinklage
peter dinklagepeter dinklage",Ugy49hKg7_iUti5pwhx4AaABAg,0,0,2019-04-21T22:22:59.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Darth Cromix,UC1Ng9iSZNisaNONdPKLZO3g,"So I've never watched a single Game of thrones episode, I began 2 days ago, I'm in season 3 now",UgwFiJ-qhX-NKLdtRGp4AaABAg,202,33,2019-04-21T22:03:55.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Martin Lukoszek,UCqqTMhhbaqIFOfffJKONiHQ,"The only intro I never skipped, really don't want this series to end! ^",UgzipF25Z4xDSHfVVsJ4AaABAg,0,0,2019-04-21T18:05:31.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
conflickt,UCYIKhuXUjzAuZnlsDk9QYGQ,"I guess this intro is better than a new, It's more detalied than 8 season's intro",Ugy1qXAP6mSs4yXovbt4AaABAg,0,0,2019-04-21T17:21:48.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Canal do John,UCvAWg3_f25o8MDGUcnIEdwQ,Winter is Comming!,Ugz8ZFjSuSdmdrSS-GV4AaABAg,0,0,2019-04-21T16:48:05.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Maria Secula,UC7X9JVmDkqhX_BRIwoZwjqA,This music is a masterpiece!!!❤️,UgxelRKpkeegbXDDMG54AaABAg,0,0,2019-04-21T13:47:01.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
mono kuma,UCzC1B7KqZJXptxcU6hotZPA,I've always skipped this,Ugwg-gd6T_LYLpoWVep4AaABAg,0,0,2019-04-21T10:45:46.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
what to do,UCGgUdJWSSu0EknDlc9HrrhQ,Anyone here after watching game of thrones EP:08 trailer??,UgzECinRyMTVPjEcLkZ4AaABAg,1,0,2019-04-21T08:19:49.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Lord Belish,UCDQ-Lv2R4DRjSkEBb0yDxuA,"I listened this.







Now i am Petyr Bealish",UgwvIGytqFEKUA0M2WV4AaABAg,2,1,2019-04-21T00:36:09.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
God of War,UCRnU9xJKQV8lw-H-HJODuYA,Game of sex,Ugzd_f8m6t9b9uDCllp4AaABAg,0,0,2019-04-20T23:38:35.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Chumaludo_ Plays,UCWbPV8sDoEQw95NbJM8PS8A,"All my school listened to this... NOW WE'RE AN ARMY, and our Dogs are Dragons and our Cats, Dragons too",UgzlJcyWlajnDUujMTx4AaABAg,2,0,2019-04-20T21:56:11.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Musa Laeeq,UCPNBioxWT8jJA_BWsfJICUg,This fills the hole in my heart,Ugz6mJZ-oJo21d4krnl4AaABAg,1,0,2019-04-20T19:38:43.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
bunny bun bun,UC5Xl9rFQZ51Sk4-zMyJh7Jw,"At my school we’re playing this for our spring concert, wish us luck!",UgxuBEcjbcE4BqHr6IZ4AaABAg,0,0,2019-04-20T18:28:08.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Justin_0907_,UCh5buHQ-jRIIYtC14kjB20Q,This opening/intro is LITERALLY the reason I started watching Game Of Thrones. And the reason I still am watching because this show is confusing as fuck.,UgyuDZ0UqKgrLMYas_R4AaABAg,0,0,2019-04-20T18:27:51.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Rahul Kumar,UCslpQAssE0STwZyjlxp_WKA,In the starting of the series Peter dinklage name was on the last in opening credits and  now it is first,Ugy80pb3NxKyudhxB5t4AaABAg,1,0,2019-04-20T17:34:11.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
ankamovi,UCfplv6xEopFGvCmhTKrzFCA,Quién pudo haberle dado dislike a esta obra maestra de opening,Ugxnkg6cH7-pEY3HQpF4AaABAg,0,0,2019-04-20T17:20:37.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
santosh shindogi,UCAan6w6bPM0wJj0cX6bYMOw,1M views are mine.,UgxAKpBrUshf5nwd2Jx4AaABAg,1,0,2019-04-20T16:26:05.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Vitor Winchester,UCuc5Tk9LKpzv510w-4NZRoA,4k HDR Dolby Atoms pls,Ugy7E7Jwp77maRpduHp4AaABAg,1,0,2019-04-20T16:06:32.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
The Wise Old Man,UCeiXNRd5hRwyVHj4bfc8YHw,I always skip openings but find myself searching them up after,UgyXeaWXQ5kzjO0xljV4AaABAg,0,0,2019-04-20T15:43:42.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
ChunkyYetFunky Yep,UCCYbBjKo6EmSTWWiUM3tB8w,The ending is coming,Ugzd2u_V6AY2graoJ_J4AaABAg,0,0,2019-04-20T14:04:47.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
laurieee,UC9h3sqR1tWAJBJhrqHsyIJw,The end is coming😕,UgxFJEMWojcY9ijUnJ14AaABAg,1,0,2019-04-20T13:05:13.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Black Star,UCFSYs6zh_fABoQvtrk9v_rA,"Hermoso opening, una serie que marcó un antes y después a mi vida",Ugww6VxM7cjkkmx9C5J4AaABAg,0,0,2019-04-20T10:54:09.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Mimz!,UCl5bSrvkqyuRf2kpIwHSvUQ,2019 last ever season,UgyLQuK_Pgmh3vr5qzt4AaABAg,0,0,2019-04-20T10:20:09.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Welther47,UCEF3qS2bbHRYv6tFTlKU9dA,2019 and this is the first time I see the Opening Credits. Not even all cause Im writing this now.,Ugy7VTlpbqc82NQuYwV4AaABAg,0,0,2019-04-20T09:31:07.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Maria Secula,UC7X9JVmDkqhX_BRIwoZwjqA,"I have no clue what these series are about, but I can say that the music is just...BEAUTIFUL!!!❤️",Ugy-cNQ7RyE5vU_lhKB4AaABAg,0,0,2019-04-20T07:39:48.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
MeninoJã1,UCG2DviaMvRejn-c-5jTTUtA,This is ending...,Ugz0yXjmV6pa0IRuoh54AaABAg,0,0,2019-04-20T04:15:41.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
TraveLogue #AyonSaha,UCz5FqxMwQsg434TjYoxPLCQ,Who's here on 2019?,UgyMDfrmmu0SxMKy7it4AaABAg,0,0,2019-04-20T04:12:45.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Uruwishi217,UCsk0_AQ8tmVPYCLUzM3h_uw,https://youtu.be/-uInmFU6JkU,Ugz8-YsPAOnAjLiCJPN4AaABAg,0,0,2019-04-20T03:56:39.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Caribou Legend,UCmkJ5a5SO84MG_31TI2SxAg,So Daenerys's a lannister and Sansa a Targaryen ? That's one hell of a plot twist,UgwXf3bqRpCl_G5jb7V4AaABAg,0,0,2019-04-19T23:01:48.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Bilal Srour,UCQRwSR9ui6IvOJFxLYR69MA,This is literally the only show that i never skipped its intro.,UgxS4fbBPM5LlyLRBwV4AaABAg,0,0,2019-04-19T22:38:28.000Z,Official Opening Credits: Game of Thrones (HBO),s7L2PVdrb_8,29689,280115,4443
Bethany Gunn,UCu0p078uUel3eQBK6r8xH4w,13:49 😢,UgzqAw4dCryV0NMSoR94AaABAg,0,0,2019-04-25T21:16:26.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Zachary R Brock,UCFVwldjDFKjKTFzd7LaoOdw,This is phenomenal. Thank you for doing this.,Ugx3XvY_dAnCB8VKaON4AaABAg,0,0,2019-04-25T19:59:43.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
