Author,Author_id,Comment,Comment_id,Comment_like,Comment_reply,Comment_published,Video_title,Video_id,Comment_count,Video_like,Video_dislike
Soma Elnory,UCXZKl9zoI3M3oOgu0CU_Uzg,When I have time to watch I will .,UgydHtI7E4ugVbrNq2N4AaABAg,0,0,2019-04-24T09:12:04.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Alex Grogan,UC24S7LASPim780rn_Mo5cTg,Сделайте сериал бесконечным пожалуйста,Ugye3rT1jwYZOO7FYe54AaABAg,1,0,2019-04-24T07:17:42.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
cat ✨,UC_Ykg1YdbQ6oB8-GeZhq22A,i think that's sansa standing to the right @ 1:04,Ugw_L_9D6dGlnqTziqd4AaABAg,1,0,2019-04-24T06:52:35.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
MrCake BehindCam,UC0wlfyINxaTICxk0ch9Y2eA,"Arya rly just pulled the ''I don't wanna die a virgin'' card,works every time",UgxTEiHa65Z9q2wMaDl4AaABAg,12,0,2019-04-24T06:33:48.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
bodyengineers,UC2RbwDKPE6ExhYlaZ0s22sg,GAME OF THRONES = 🔥MASTERPIECE 🔥,Ugy6kI-DGupoWqWE8eN4AaABAg,3,0,2019-04-24T05:50:16.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
S K,UCKKT4dzBXcckby9sP0vxtUg,SHIT SHOW FULL OF INCEST FUCKIN COCKASIAN INBREDS,UgyzkuReBvVcV7qhHjR4AaABAg,0,1,2019-04-24T05:07:29.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Yoshita M,UCtwe1oSmWM2_nmUyg4mIrmg,After episode 2. Watching it again nd again,UgyO4t-qQWItaSXdloZ4AaABAg,2,0,2019-04-24T04:05:34.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
El Botija,UCzVK1s7LldbzrVOzdlSOfFg,ENTREN A MI CANAL LES DEJO LOS CAPITULOS FULL HD LATINO,Ugwx7O4D-U6GiZGmdvd4AaABAg,0,0,2019-04-24T03:36:03.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Nayeem Haque,UCtHOB-hRm_uEVro9f7O6lXA,"They lose the battle, few survivors run off and the NK goes and levels KL ... Eh?",UgyWRxtEfxDr9i967qx4AaABAg,2,0,2019-04-24T01:43:48.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
_mish .sara_,UCGbSNujCLe7_9Re2VFrTfRw,"Free VPN to watch free #gameofthrones episodes

https://play.google.com/store/apps/details?id=com.hot_vpn.xvpn.super_hot_vpn",Ugw4cX9ygoBizoGG9894AaABAg,0,0,2019-04-24T01:34:20.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Im Legit,UCe5BXO7fRLLcYP9UOWq5V8A,Lame,UgwrqBu88IXFEJ_l-Yx4AaABAg,0,0,2019-04-24T00:44:28.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
r.s.b 1997,UCpRVXMT3gO55msQeKh18a6w,THANK GOD IT'S OVER ! worst show ever ugh,Ugzw4q_AT475LpOq1z54AaABAg,1,0,2019-04-24T00:31:14.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Autumn Brown,UC5QHEq3p9lqaB6UAGpt9eew,"Wow, ok. So most of these clips are from the first 2 episodes, and the rest look like they’re from the 3rd. The only person this trailer seems to confirm survives next weeks battle is Tyrion, at the end there. Oi, the anxiety.",Ugw72VE5xJozb-JNHRN4AaABAg,2,2,2019-04-24T00:28:55.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Giovanni :v,UCNMKO0gfvLoZuv8mF5HbkkQ,vayanse a lavar las tetas,Ugx35trN-bamdZI3-Q14AaABAg,1,0,2019-04-24T00:13:21.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Arian,UCD6na7z54xwVX_ZyXt0h8Rg,"1:05 this scene was cut from 1st episode after Euron goes out the door. Cersi into tears after telling her ""i'm going to put a baby into your belly""...",UgyjOXDemJWa9RR8edB4AaABAg,0,0,2019-04-24T00:07:47.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Richard DelVecchio,UCNwOKNKckwf6v1nSiGsosvg,"Only thing in this trailer past episode 3 (based of episode 3’s trailer), is Cersei sitting on the throne in a dim lit hall smiling and drinking.... hmmmmm",UgyhBYygPDTQDoykQox4AaABAg,0,2,2019-04-24T00:03:55.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Wendel Santos,UChbi0t98aHT5L_XDaWLEMsg,Essa poha não pode acabaaaaaaar aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,UgwT9Bktegrx6BO-56x4AaABAg,0,0,2019-04-23T23:52:32.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Not So Toasty Boi,UCFFnthcZxtHxgz5pRugNjtA,I love the fact that they don’t show any footage (I think) of any episodes after the third one. It leaves us thinking what will happen after the battle...,UgzPeXU47-lLX9P6ukx4AaABAg,5,0,2019-04-23T22:09:11.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Methuselah,UChVeor9hCAxQo9uhiv3aKBw,"Let's be honest 
Where here for the dragons",UgwwZhTX_Dq3aUQmNyZ4AaABAg,2,0,2019-04-23T21:55:55.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
dbleo,UCIFfvbJ_15XWBm1x2_27OjQ,All of this footage is from the first 3 episodes. HYPE,Ugx3kLG4rJVawhLFkIB4AaABAg,1,1,2019-04-23T21:32:54.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Comrade Petrenko,UCvzRU_i329fPXW3S78-vEpQ,Is there a reason to live after season 8?,Ugy-ZzPxpti-8rcRmSV4AaABAg,0,0,2019-04-23T20:47:59.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Angelica Sparrow,UCmdKdA9iWtsUQ_Go9Sjy1pQ,never wanted to leave...,UgwMSEuh-hcNqIvVNdZ4AaABAg,3,0,2019-04-23T20:35:20.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Sunny Singh,UC_lAB-QRZ8VrReEnfNFMsaQ,Who is here after E2 ??,UgzYVaWlL5i98Hi8SWB4AaABAg,3,0,2019-04-23T20:13:29.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Sham Adams,UCL7q9FMqJNeWIfj_0iRlayA,So it ends.,Ugx5uxth4Ey4wDGl6Dp4AaABAg,2,0,2019-04-23T20:12:31.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Jasper Arce,UCzJK4VG5ZAc7ufrrw_XOq6Q,que miedo,Ugyyzjt31imZCudtqzx4AaABAg,0,0,2019-04-23T20:10:08.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
indian thakur,UCDOMA7JK0DJeVyixQoWljvQ,Guys look on varys face in the  trailer is definitely confirming dead starks are no more dead. 😂,UgynPPGQUOIM8J28nbx4AaABAg,0,0,2019-04-23T20:08:15.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
som25 747,UClzwD67H-X82YUgOg1Bhlzw,Imagine the whole season is a dream of ned stark and he wakes up screaming winter is coming.,Ugw3sbAPDqN6HRh6ull4AaABAg,3,0,2019-04-23T18:55:01.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
ïťšÄľbîń,UCLsgUaWAFpQnQZubO6FbmTA,What if in 1:29 Danny kills Jon..?That would be dopee😂,UgywYq8kfhkdlkaUrV14AaABAg,0,2,2019-04-23T18:54:47.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Rafael Rodrigues,UCc7ZDfDlVtLjyg8oW0Fva9w,🤨,UgzyOsxR6W3klibbXjN4AaABAg,0,0,2019-04-23T18:48:10.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Arkady Colom,UCk8P5WfV5my4PqXZLH7p6gA,"Sansa will take over the iron throne without even having a wish for. No, I don't know the ending. I just feel so.That would be a classic signature and unexpected Game of thrones twist. Tywin Lannister once said that the man who says "" I am the king"" is no a true king. Being queen is just the same concept.",Ugx_S5hpYgIX5FJtt2B4AaABAg,3,0,2019-04-23T18:22:07.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
White Walker,UCLCG8bciQrVZCfFyq4ttbEQ,I'll snap my fingers in episode 3 and half of the characters will die.,UgzC1KjKEK-vwjxlZXt4AaABAg,9,0,2019-04-23T18:14:45.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Mr. Anonymous 001,UCK9JD0c74t9IX4RKnxWLzog,Winter is coming,Ugylf7jou6rlIepQLPZ4AaABAg,0,0,2019-04-23T18:04:50.000Z,Game of Thrones | Season 8 | Official Trailer (HBO),rlR4PJn8b8I,88103,985399,23568
Noxtrin,UCDFSJPoLBd_7H3sy6bm3ZTA,House Grayjoy and the ii: **cries**,UgzXgyOvbfrEPLkUzkl4AaABAg,0,0,2019-04-26T21:22:47.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Big J Reviews,UC2BdAzVGCzyCc9eubGTSCVA,Great video. Made things easier for me.,UgzKq9jeyGfVYekRUWZ4AaABAg,0,0,2019-04-26T20:21:13.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Krista D'souza,UCYyuKOdOQ6g98-EOhHF45vw,so Jon Snow slept with his aunt,UgzYqD6Msh5_2mKjo-l4AaABAg,0,0,2019-04-26T19:37:19.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
nallis01,UCFCmmw5jy5gX8sY7sFjE8IA,Damn! Margaery gets passed around like crazy. Lol,UgyFmde96x6uVPCOzAt4AaABAg,2,0,2019-04-26T19:26:56.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
BelleWithin,UCiNnykHTzeTZNiQHKMk98hA,You explained all the complex relationships perfectly! It is crystal clear now. Thank you :),UgwR3hsUWcLDW6bjcq54AaABAg,1,0,2019-04-26T18:32:45.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Chey Heyway,UCbMG3DX39RShfhh2AnT9wUQ,Slowly scrolling pass the dates of the comments to make sure there are no Endgame spoilers they be everywhere,UgzR1nWY_JdRcp7zs4x4AaABAg,0,0,2019-04-26T16:48:00.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
ThisIsChloie,UCCoa5BL795QV860xQ_cUh_g,"Lol the starks never called Baelish ""UNCLE"" 7:20",UgxZq6rPhw8VRkor-kF4AaABAg,1,0,2019-04-26T11:41:19.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Sandile Faith Nkuna,UCUwxeqB_GLtUXvdmOkpaxrA,"Great video... I thought you were going to cross their faces when they die, would've made the chart even more easier to understand",UgyIKYWCNaqlMMu1jRl4AaABAg,0,0,2019-04-26T10:51:28.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Joy Branch,UCBBOY6M6C1URPtNsitWvMsQ,Robert  Baratheon had a fist son....(he is missing from list) a bastard that had traveled with Ned Starks youngest daughter and helped with the white walkers before season 8,UgzxNAl3MQYXBVzLwQp4AaABAg,0,0,2019-04-26T10:16:59.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Kiana P.,UCsTbRiIoeS9kI0C9C3Rw8vg,Oh yes please make a corrected and updated one with crossed out deceased characters like in a traditional genogram! Please!,Ugx9sQJhqfMKvrjTI854AaABAg,0,0,2019-04-26T05:39:18.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Kiana P.,UCsTbRiIoeS9kI0C9C3Rw8vg,"Reveal of Jon Snow's origin is at the end of season 7 not season 1. A couple mistakes here and there, but otherwise a really great video :-) good job. This really assists a lot of people that can't keep track of all of the houses and family history, like my BF. 😂👏",UgxrlZbmKUZMHVDtsol4AaABAg,0,0,2019-04-26T05:34:16.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Kiana P.,UCsTbRiIoeS9kI0C9C3Rw8vg,"Stark children don't call Littefinger ""Uncle""! Only Robin Arryn does. 😂",Ugym4mwMUWTK0Ie-EeV4AaABAg,2,2,2019-04-26T05:25:04.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Cat Dean,UCqAQ3Sx8vRHJINgbF_iN_Vg,Leanna dies in childbirth,UgwPud_P1JYqUHF9k3t4AaABAg,0,0,2019-04-26T04:52:45.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Dragnarov,UC7GtIKPZdD1-qOeLy_yJKbQ,Im the Heir of Barcelos Throne,Ugz6O1MZwc9juqawrql4AaABAg,0,0,2019-04-25T19:06:35.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
James kfouri 370,UCOkX879y7jAoomgUXCoN3Kw,"1 thing that stopped GOT from being without a doubt the best series ever was them trying to save some money by not using all the great Characters from the Song of Ice and Fire. It also didnt make any sense why this happened. What I mean by this is From alot of Families characters were excluded. Mace Tyrell had 4 children not 2. Garlan was a great swordsman and Willas was smart and the Heir to Highgarden. I can understand not including both but atleast 1. High Born families prioritize having atleast 1 male heir and it made no sense to have the 1 Male Heir join the kingsguard bc someone needed to continue the Tyrell dynasty. Atleast Willas should have been included in the Show. The worst thing was they never used Dorne properly like Doran Martell had 3 children. Arianne had alot of potential and was his heir,Quentyn was the spare and had his uses. The Daynes never got any mention outside of the Brief scene in the Tower of Joy. Arthur had a big brother who had a son Aka Edric Dayne who was the Heir of Starfall plus Ashara who was among the most beautiful women in the realm. Final point after all the Starks that died in the Rebellion why would 1 of the 2 remaining Stark go to the wall where he would have no children instead of Marrying and continuing the Stark line as a cadet branch of the Starks. All that faulty logic held the series and books back from being even better.",Ugze9zUb9UAu6J1VWuR4AaABAg,0,0,2019-04-25T17:28:33.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
xd breeze,UCkyHJGqFsI0drK3IkIBXTEQ,I hope Cersei die and Daenerys and Jon getting together/ fight so they get King/Queen,UgxD_1Kc6qmypJylA7B4AaABAg,0,0,2019-04-25T17:05:20.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Yugmohit Gaikwad,UCSuc9zUaqC3aQFIGJUoLokw,Tyrion is the bastard son of the mad king and joanna lannister. That's why the dragons don't harm him,UgzMkInIMFzANM8mBNd4AaABAg,0,1,2019-04-25T16:15:36.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Ryan Cu,UCYVnK_j08gcGYR08M5nmrPw,Put some music behind your videos bro! Makes it unbearably boring otherwise.,UgxekFtT9ZOkUxx-kRJ4AaABAg,1,0,2019-04-25T16:09:59.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
dany jj,UC0WlAz0F2USgxs6G0TEPrng,"gendry, jon and daenerys has targeryn blood",Ugx-H4UdZb60-7IL2o54AaABAg,0,0,2019-04-25T15:55:51.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Praz,UC62gna1ShS2y0qY-COB9fpw,10:56 no future. Only past and present. You cant say what ever you want,UgxtOtCMRGJAWw9QfkJ4AaABAg,0,0,2019-04-25T15:20:22.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Saurabh Mahajan,UCjHRj3L7ABXIw7bshVEvEHg,"Thanks for your efforts, well explained.",Ugz6afegtK7zDN3FZ7J4AaABAg,1,0,2019-04-25T14:19:14.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Siddhant Barthwal,UC5d7OWJptDAX_IMwYxcVu9Q,"2 mistakes 

1. Brandon stark can see past and present, but not future vision. 

2. She is Mother of dragons, not queen of dragons 

Great video ❤❤❤",UgzM939suWvDdPKXbmR4AaABAg,9,2,2019-04-25T12:21:09.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Josh Edrick,UCz6JqDPwlevWFBQbfSJCjiA,House Greyjoy: *am i a joke to you?*,Ugxhxiy_OsYu7AqJluR4AaABAg,1,0,2019-04-25T11:53:26.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Spider Man,UCZH6jK9PEBAGd6a3ZldTmAQ,Oh my god I NEEDED this!!,UgzswNXqQhh_QUJvloJ4AaABAg,0,0,2019-04-25T07:58:17.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
summer paw,UCkwRv6aRZoI-dA2UbRtL0SA,This means jon snow is doing it with his aunt,UgzSrODzjWlJtdQFa654AaABAg,1,0,2019-04-25T04:26:33.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Yasir Azhar,UC7Aa5hISzXXsPlI-4D_ugzA,Your mind needs a rest of 10 years.,UgzLptXejg5vdQusW5N4AaABAg,0,0,2019-04-25T01:50:44.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Emeit Lucy,UCOyPVZ3IBvZPm44NeBlDOsw,Agoen only concerned 6 kingdoms dorne wasn't concered,Ugx-AMkfT9xl4EK9ynh4AaABAg,0,0,2019-04-25T01:47:07.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Leo Esrar,UCj67j9RuMwMymYF4xZvBeew,Where in season 1 does it tell us that Jon is Lyannas son? wasnt it discovered in season 7?,Ugz1GKS9x8F60yXdVUx4AaABAg,0,2,2019-04-24T20:23:01.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Rizza Suico,UCU1SZrlu58KjXkWMF_N1UyQ,Theeeee besstttt ❤️,UgxYYRDKGfZWUjP7wOV4AaABAg,0,0,2019-04-24T19:37:48.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
J Terblanche,UCQmkfspZrLB6S4VTZBmpWHQ,God damn.... Where does Troy fit in.,UgziNUtF2matEeuzj6t4AaABAg,0,0,2019-04-24T19:06:42.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Mrunal M,UCk0Ncy4O4vZMBQQpos77v_g,Greyjoy sis is missing? Is it?,UgxL-IoQysXA3QLaOjZ4AaABAg,0,0,2019-04-24T17:40:06.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Warrior 2126,UC6Z2sNcOGIBF0ovwIFpUCwQ,You forgot about Roberts bastard son,UgyExGsrcLibVZuO9SF4AaABAg,0,0,2019-04-24T15:40:39.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Diana C,UCooNHCxhemmerzw9O6YIH9g,Really good video,Ugwei2NCljaLHimFLgB4AaABAg,0,0,2019-04-24T15:39:28.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Lord Smoney,UCwB8WKw2zxTRwx9b_0sIu8Q,Gendry is the true king. He was the dark haired child Cersei talked about having with Robert.,UgyFSCbqB6lGUJBLN3R4AaABAg,13,1,2019-04-24T14:28:44.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Stubbs,UC2BnFfkwqLPnd1ia0n7uG8A,“King Jeffery” nice,Ugy-AYCMbultbNKKyl14AaABAg,0,0,2019-04-24T13:07:50.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Shweta Rani,UCAREWAYeugAQnz__6CQgA4A,Nothing spoiler,UgxwWiTn5tIYJOd1Oh94AaABAg,0,0,2019-04-24T12:47:00.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Maia Diamond,UCs5nQElUSEJRNVZoI_gW11Q,If this is true  ! Gendry is part targaryen!,UgwJ7YE5vohoIOttN654AaABAg,0,0,2019-04-24T10:20:51.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
YillaLonk,UCEUjNr_UfH2LE9FRg-5hGzg,Lol Daenerys is the aunt of Jon???,UgzcybcGNkd824krdi94AaABAg,0,0,2019-04-24T09:15:57.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Kenji Reukin,UCvaYW0XU_kDkoINnte19M4g,the most compressed and yet the most detailed and easy to understand explanation of the game of thrones.,UgwYFIi6Vwdfu-d-2wF4AaABAg,1,0,2019-04-24T08:30:38.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
scotty P,UCQTiRA4NfJ391lYDC2jYCgg,"So you just do them charts then ? You prolly be getting no punani soon bro. Lol. Jokes aside, I'm glad that someone took the time and energy to come up with this chart.",UgzvIxuNBanogGUNqUV4AaABAg,0,0,2019-04-24T08:08:59.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Sarah Talaid,UCFb-Nk5TU0e331M6bQFgglA,ONE CORRECTION: Bran can only see the past and present NOT the future which is VERY important,UgzgE5H8i6M2uJLNVeV4AaABAg,4,1,2019-04-24T06:45:10.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
George Wainwright aka Jason Stryker,UCXrIGE8Z9EfTzxbKCvC0EqA,Awesome. Thanks much,UgyCi64Uts6vdoYm9bV4AaABAg,0,0,2019-04-24T01:56:28.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Chaozhou Hoa,UCUQmH0hMPfhuJn_700KLZcA,Super cool!!!!!  Thx,Ugw5o_Ea782hHZTvD0V4AaABAg,0,0,2019-04-24T01:17:17.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Spongeworthy,UCMZMQZvQ_5pv-3tllJK3N1A,Thank your for your  work putting this together.,UgyMia0D3fdIfXY5YPN4AaABAg,0,0,2019-04-24T00:51:19.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
elias mora,UC5obc1nJhtjmyWUtnEezPuA,pay atention star wars,UgzSHumBVtHv-sNr2tl4AaABAg,0,0,2019-04-24T00:27:00.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Nirzash Zakilim,UCUJs5lG8oKk1R2mfjzN8tqA,Where is house greyjoy?,UgyLUnlEsVr3C_2hBQd4AaABAg,0,0,2019-04-23T22:45:51.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Leila Diallo,UCkTfN-7OIX8L3Ttzr1x9odg,"Great video ! It's an impressive load of work, both graphic and narrative.",UgxhS90PZgDPbL_JQmZ4AaABAg,6,0,2019-04-23T20:59:04.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Erik von Dincklage,UC2icT-meTHsrbKapP2Q4ucQ,You forgot gendry the bastard of Robert baratheon,UgygonfGS5ovHilLMj54AaABAg,0,0,2019-04-23T19:39:04.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
samnella9,UCx0b1q2E-CPiO3qC-3yEr6Q,Thanks so much now I have a better understanding and I can watch the final season !,Ugyx88UgKxsAy2Soyh54AaABAg,0,0,2019-04-23T19:11:51.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Tri Prasetyo Prambudi,UCrX_7g77MXZiMRtcPrAuqlw,I press like and sub 😄,UgyO00GoLekkmHBl8aF4AaABAg,0,0,2019-04-23T18:26:09.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Hunter Hayes,UCFHPFwPTsKlGg-BMRQNKixQ,No Yara?,Ugwotm5_g9_oNKQf-QZ4AaABAg,0,0,2019-04-23T16:44:10.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
mohammad asha,UCdcQxF3XkK-VpoM8ccxVFOQ,Well done,Ugz3WJNO7A8lEts20Bx4AaABAg,0,0,2019-04-23T16:14:45.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
manoj joshi,UCA-0Uo0SOUQ0XlZLQcP4x2w,Shouldn't there be 8 kingdoms? If u include the crownlands?,UgwRe11Kk7nV7luwVLd4AaABAg,0,1,2019-04-23T14:21:31.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Sarah,UCB7LCvKMAIff7shyNw6gjDA,You forgot the targaryen brother who abdicated for love making the mad king next in line!,UgzSQxGl4ElmNe14UrV4AaABAg,5,0,2019-04-23T13:26:38.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
PISHON FERNANDEZ,UCBuohBcxopNiVbgZc0SPHzg,So sad.... should have use condoms......,Ugzw87KHvVTSWJOypcV4AaABAg,0,0,2019-04-23T07:58:49.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
Juul,UCwcSDr8TMn3YOZjHpUxs9ow,"Usefulcharts: Talking about everything except the Iron Islands 

Iron Islands: Am I joke to you",UgwcerkzxfntlOw9O8J4AaABAg,0,0,2019-04-23T03:15:10.000Z,Game of Thrones Family Tree (Warning: Season 7 Spoilers),CwVtcBJfCME,1872,35604,1214
